,utterance,find_train,book_train,NONE
24859,"That is all for now, goodbye.",0,0,1
24860,"Hi, I'm looking for a restaurant suggestion in Cambridge.",1,0,0
24861,"I'd like some Chinese food, please!",0,0,1
24862,I want something expensive.,0,0,1
24863,"In the centre of town, if possible.",0,0,1
24864,"Yes, I would like the phone number. I also need a train on Monday to Cambridge from Birmingham New Street. I would like to leave after 13:15.",1,0,0
24865,"Any time will do, as long as it leaves after 13:15.",1,0,0
24866,Is there any that leave earlier than 13:40?,1,0,0
24867,Ok great and what is the arrival time?,1,0,0
24868,"No, thank you, that is all the information I need right now.",0,0,1
24869,I would like a train to Cambridge that leaves after 17:00.,1,0,0
24870,I'd like to leave on Monday from Stansted Airport.,1,0,0
24871,I don't mind we can get there any time.,1,0,0
24872,Yes can you give me the travel time?,0,1,0
24873,"Thanks! Also, could you tell me if there are any places in the center of town that serve british food? Something expensive would be great.",0,0,1
24874,"Yes that sounds great, I need a table for 8 at 20:45 on Monday please.",0,1,0
24875,"Okay, is there an available time at 19:45? Also, can I get a reference number?",0,0,1
24876,"I think that's everything, thank you",0,0,1
24877,"Hi, I am traveling to Cambridge and need help finding a train.",1,0,0
24878,I would like to leave on Tuesday sometime after 13:00.,1,0,0
24879,I'll actually be departing from Leicester. What do you have available from there?,1,0,0
24880,Yes I need it booked for 4 people.,0,1,0
24881,I am also looking for a moderately priced chinese restaurant located in the north.,0,0,1
24882,Can I get the address and phone number please?,0,0,1
24883,"Thank you, that is everything that i need.",0,0,1
24884,i am looking for a expensive place to eat in the centre,0,0,1
24885,Are there any chinese restaurants?,0,0,1
24886,Tang Chinese sounds good. Please book a table for 7 at 17:30 on Sunday and also provide the reference number. Thanks!,1,0,0
24887,Thanks! I also need a train for Sunday departing from Peterborough.,1,0,0
24888,I need to arrive in Cambridge at about 11:15.,1,0,0
24889,Yes please. For the same group of people.,0,1,0
24890,Thank you so much for your help today.,0,0,1
24891,Thank you. You too.,0,0,1
24892,I'm looking for a train please.,1,0,0
24893,I need to go to Norwich from Cambridge.,1,0,0
24894,I will be traveling on Friday.,1,0,0
24895,"any time on friday, arrive by 1515hrs. get me the train id please",1,0,0
24896,yes please. help me get train ID and travel time,0,1,0
24897,"Thank you, I think that's all I needed for now.",0,0,1
24898,I am looking for a swimming pool to visit on the north side of town. Can you help me with that?,0,0,1
24899,"No, just the entrance fee please. I think I am more interested in Kings Hedges.",0,0,1
24900,Do you have any contact information for these pools I could have to get the entrance fee?,0,0,1
24901,Thanks. I also need to get some information on trains for Saturday. London Liverpool St to Cambridge.,1,0,0
24902,"Yes, I'd like to arrive by 20:00 if possible.",1,0,0
24903,I'd like to have the train ID and the travel time please.,1,0,0
24904,What's the travel time?,1,0,0
24905,Can I get the travel time for that?,1,0,0
24906,"NO, that will be it. Thank you",0,0,1
24907,I want to find a train leaving Cambridge and going to Bishops Stortford. Can you help me?,1,0,0
24908,We need it to leave after 17:00 on Sunday.,1,0,0
24909,Yes could you book one ticket for me and give me the reference number?,0,1,0
24910,"Perfect, thanks! Yes, actually there is one more thing. Please get me information on the huntingdon marriott hotel",0,0,1
24911,Can you tell me if they have free parking?,0,0,1
24912,I think that is all I need. Thank you.,0,0,1
24913,I'm looking for a train to Stevenage that leaves after 17:30. Is there anything available then?,1,0,0
24914,I would like to leave on Thursday out of Cambridge.,1,0,0
24915,"Yes, that sounds perfect. I would like a booking for 4 people.",0,1,0
24916,I am looking for some places to go in town. I want something in the centre that has multiple sports.,0,0,1
24917,"Well, how about any nightclubs?",0,0,1
24918,Do you have any nightclubs located in the centre?,0,0,1
24919,Can I get the phone number for one of them?,0,0,1
24920,No. That's everything I was looking for today. Thanks for your help.,0,0,1
24921,Please help me find a guesthouse or hotel that has free parking. I prefer a guesthouse though.,0,0,1
24922,"No, but I'd like it to be moderately priced.",0,0,1
24923,that could be anywhere. book for me for 3 people and 4 nightsstarting from sunday.,0,0,1
24924,Okay sounds good can you make a booking for 3 people and 4 nights starting from sunday.,0,0,1
24925,I've got another request I need assistance with please. I am looking to Stansted Airport via train and need help booking it.,1,0,0
24926,I will travel on Thursday.,1,0,0
24927,Departing from Cambridge.,1,0,0
24928,i want to leave cambridge after 14:45.,1,0,0
24929,I need to leave after 14:45.,1,0,0
24930,"Yes, if you can book it for three people, please. I will need the reference number",0,1,0
24931,Thank you! That is all I need.,0,0,1
24932,I'd like to take a train from Cambridge on Sunday. Can you please show me the times?,1,0,0
24933,"I am going to london kings cross, and would like to arrive by 15:15.",1,0,0
24934,Yes. Can you please book 2 seats?,0,1,0
24935,"I am also looking for a restaurant in the centre of town. I'd like it to be moderate price range, please.",0,0,1
24936,"Not really, pick something tasty for us and book a table, please! 11:15 on that same day, same group.",0,0,1
24937,"No, that is all for now. Thank you for your help. goodbye",0,0,1
24938,What train do I take to get to Birmingham New Street? I need to leave after 17:00.,1,0,0
24939,I am looking to travel on Monday. The first train at 17:01 would be fine. Can I get that train info?,1,0,0
24940,Yes please make a reservation and give me the reference number.,0,1,0
24941,I'm also looking for an expensive restaurant in the south.,0,0,1
24942,I need to book a table for the same group of people at 12:30 on the same day at a mexican restaurant.,0,0,1
24943,Five people. I will need the reference number please.,0,0,1
24944,That is all. Thank you for your help.,0,0,1
24945,I need a place to stay in Cambridge. I'm looking for a hotel with 0 stars.,1,0,0
24946,I don't really have an area in mind. I would just like for it to have free wifi and be a hotel instead of a guesthouse.,0,0,1
24947,"Yes, I would like to book it for 5 nights for two people starting on Monday.",0,0,1
24948,"Yes, I would also like to find a train from Cambridge.",1,0,0
24949,I am going to birmingham new street on Saturday.,1,0,0
24950,I would like to Arrive by 12:45 thank you,1,0,0
24951,"Please book one for the same group of people, just choose one and remember it must arrive by 12:45",0,1,0
24952,"Nope, I'm done. Thanks for all your help.",0,0,1
24953,"Hello, do you know of any points of interest in the centre of Cambridge?",1,0,0
24954,I'm not sure. What types of attractions are there?,0,0,1
24955,I would like to visit a college. May I have the entrance fee and postcard?,0,0,1
24956,Can I have information for a train departing from Ely? I'm looking to arrive in Cambridge by about 15:15 on Tuesday.,1,0,0
24957,"I'll take it for just me what is the travel time, and the price please?",1,0,0
24958,Great thank you I think I have all the information I need,1,0,0
24959,No thank you. Appreciate the help!,0,0,1
24960,"I sure hope so. I'd like to find a place to stay, with four stars, in the north.",0,0,1
24961,"Price is not of any concern, just so it has a 4 star rating.",0,0,1
24962,"Oh, I think I forgot to mention that it needs to be a 4 star guesthouse. I want to book Saturday for 7 people 2 nights.",0,0,1
24963,"Yes, please book a reservation.",0,0,1
24964,Thank you! I also need info on trains that are leaving Cambridge.,1,0,0
24965,kings lynn is my destination,1,0,0
24966,"I need to arrive by 20:45 on Monday, please.",1,0,0
24967,"Is there a train that arrives closer to the deadline of 20:45? If not, I will take the 9:11.",1,0,0
24968,"Yes please! could I get the departure time, train ID and travel time?",0,1,0
24969,I want to book a reservation at darrys cookhouse and wine shop in cambridge,1,0,0
24970,"For 8 people at 17:00 on sunday and I need a confrmation number please,thank you.",1,0,0
24971,I also need a train going to cambridge I need to arrive by 12:15.,1,0,0
24972,I am looking for a good attraction in the centre.,0,0,1
24973,What type of attraction is the Broughton House gallery and may i have the address?,0,0,1
24974,Thanks. I'm also looking for a train for Saturday. Can you assist me with that?,1,0,0
24975,I will be going from cambridge to stansted. I need to arrive by 9:30. Thaks,1,0,0
24976,Can I get the travel time and price please?,1,0,0
24977,No thank you. That is all that I need.,0,0,1
24978,I need a train to Birmingham New Strretm arrving by 16:45.,1,0,0
24979,"I actually need it for saturday. If it can arrive by 16:23, that would be perfect.",1,0,0
24980,"Yes please, go ahead and book that.",1,0,0
24981,No never mind I just need to ask you about entertainment venues in town.,0,0,1
24982,i think something in the centre of town would be good.,0,0,1
24983,"Yes, but first can we work out the train details? I still need more info on that TR4975 train. What's the departure time and travel time on that?",1,0,0
24984,No thank you. I would like to find something in the entertainment industry anywhere in the city.,1,0,0
24985,Whale of a Time sounds great. Can you tell me what area of town they are in? And the postcode please?,0,0,1
24986,"Thank you very much for your help, have a nice day.",0,0,1
24987,I believe that is all for now. Thank you. Goodbye.,0,0,1
24988,I need to go to broxbourne on monday,1,0,0
24989,"Train, Monday, to Broxbourne from Cambridge.",1,0,0
24990,I need to leave Cambridge after 21:15,1,0,0
24991,Thank you that will work fine for me and my husband,1,0,0
24992,"Yes that would be great, and it'll just be me. Could you also find me a place to stay?",0,1,0
24993,I'd like to stay in an expensive three star place with free parking. Is there anything like that?,0,0,1
24994,The Gonville Hotel sounds ok can you provide the the telephone number and do they have internet?,0,0,1
24995,Ss the gonville hotel a hotel and not a guesthouse?,0,0,1
24996,Not right now. Thank you.,0,0,1
24997,"No, that will be all, thanks.",0,0,1
24998,I am looking for a place to stay. Could you find me a place in the centre of town that is expensive?,0,0,1
24999,I need it to have free wifi and free parking. Does one of them offer both?,0,0,1
25000,"Absolutely, can you provide me with the postcode and hotel type of the Gonville hotel?",0,0,1
25001,No thank you. I am needing a train that will leave on wednesday and arrive by 13:15.,1,0,0
25002,Thanks. I'll be heading from Broxbourne to Cambridge.,1,0,0
25003,"TR5953 works fine, I need 3 people",0,1,0
25004,"No thank you, you've been very helpful. Have a good day!",0,0,1
